ABBR,DATE_TIME,UTC_DATE_TIME,O3_PPB,SO2_2_PPB,NO_3_PPB,NOY_PPB,NO2_3_PPB,CO_2_PPB,VWS_M_S,VWD_DEG,TMP_DEGC,SOL_W_M2,
MACA-HM,2/15/2020 9:26:00 PM,2/16/2020 3:26:00 AM,35.4,0.1,0.127,2.3,2.1,171.587,2.7,173,5.6,0,
MACA-HM,2/15/2020 9:27:00 PM,2/16/2020 3:27:00 AM,35.2,0.2,0.031,2.3,2.3,174.606,2.8,175,5.7,0,
MACA-HM,2/15/2020 9:28:00 PM,2/16/2020 3:28:00 AM,35.2,0.2,0.052,2.3,2.3,177.755,2.1,182,5.7,0,
MACA-HM,2/15/2020 9:29:00 PM,2/16/2020 3:29:00 AM,35,0.1,-0.024,2.2,2.2,176.229,2.4,178,5.7,0,
MACA-HM,2/15/2020 9:30:00 PM,2/16/2020 3:30:00 AM,35,0.2,0.018,2.3,2.3,173.057,2.4,179,5.7,0,
MACA-HM,2/15/2020 9:31:00 PM,2/16/2020 3:31:00 AM,34.8,0.1,0.021,2.4,2.4,172.975,2.4,177,5.6,0,
MACA-HM,2/15/2020 9:32:00 PM,2/16/2020 3:32:00 AM,34.5,0.1,0.102,2.5,2.4,168.948,2.7,175,5.6,0,
MACA-HM,2/15/2020 9:33:00 PM,2/16/2020 3:33:00 AM,34.5,0.1,-0.006,2.5,2.5,170.018,2.9,173,5.5,0,
MACA-HM,2/15/2020 9:34:00 PM,2/16/2020 3:34:00 AM,34.7,0.2,0.001,2.5,2.5,170.586,3,170,5.5,0,
MACA-HM,2/15/2020 9:35:00 PM,2/16/2020 3:35:00 AM,34.8,0.1,0.092,2.7,2.6,172.067,2.9,172,5.6,0,
MACA-HM,2/15/2020 9:36:00 PM,2/16/2020 3:36:00 AM,34.8,0.2,-0.013,2.7,2.7,171.635,3,172,5.6,0,
MACA-HM,2/15/2020 9:37:00 PM,2/16/2020 3:37:00 AM,34.4,0,0.063,2.8,2.7,172.835,3,175,5.6,0,
MACA-HM,2/15/2020 9:38:00 PM,2/16/2020 3:38:00 AM,34.1,0.2,-0.027,2.7,2.7,172.345,3.2,173,5.6,0,
MACA-HM,2/15/2020 9:39:00 PM,2/16/2020 3:39:00 AM,34,0.3,0.026,2.8,2.8,173.657,3.1,166,5.6,0,
MACA-HM,2/15/2020 9:40:00 PM,2/16/2020 3:40:00 AM,34.3,0.1,-0.017,2.9,3,172.376,3,170,5.6,0,
MACA-HM,2/15/2020 9:41:00 PM,2/16/2020 3:41:00 AM,33.8,0.2,0.044,3.1,3.1,172.55,3.2,170,5.5,0,
MACA-HM,2/15/2020 9:42:00 PM,2/16/2020 3:42:00 AM,33.9,0.1,-0.057,3.1,3.2,174.799,3.2,172,5.6,0,
MACA-HM,2/15/2020 9:43:00 PM,2/16/2020 3:43:00 AM,33.6,0.1,0.004,3.2,3.2,175.614,3,168,5.6,0,
MACA-HM,2/15/2020 9:44:00 PM,2/16/2020 3:44:00 AM,33.7,0.2,0.029,3.2,3.2,176.206,2.9,169,5.6,0,
MACA-HM,2/15/2020 9:45:00 PM,2/16/2020 3:45:00 AM,33.5,0.2,0.067,3.3,3.2,174.493,2.9,172,5.6,0,
MACA-HM,2/15/2020 9:46:00 PM,2/16/2020 3:46:00 AM,33.4,0.2,-0.03,3.3,3.3,171.081,2.7,176,5.6,0,
MACA-HM,2/15/2020 9:47:00 PM,2/16/2020 3:47:00 AM,33.3,0.2,-0.003,3.1,3.1,173.72,3,173,5.6,0,
MACA-HM,2/15/2020 9:48:00 PM,2/16/2020 3:48:00 AM,33.4,0,-0.049,3.2,3.3,172.784,3.1,174,5.6,0,
MACA-HM,2/15/2020 9:49:00 PM,2/16/2020 3:49:00 AM,33.3,0.2,-0.018,3.4,3.4,177.153,3.1,175,5.6,0,
MACA-HM,2/15/2020 9:50:00 PM,2/16/2020 3:50:00 AM,33,0.1,-0.004,3.5,3.5,178.124,3.1,174,5.6,0,
MACA-HM,2/15/2020 9:51:00 PM,2/16/2020 3:51:00 AM,33.1,0.3,-0.04,3.4,3.4,181.319,3.2,173,5.6,0,
MACA-HM,2/15/2020 9:52:00 PM,2/16/2020 3:52:00 AM,33.1,0.1,-0.038,3.5,3.5,174.517,3.2,174,5.6,0,
MACA-HM,2/15/2020 9:53:00 PM,2/16/2020 3:53:00 AM,33.3,0.2,-0.039,3.6,3.6,181.989,3.4,173,5.7,0,
MACA-HM,2/15/2020 9:54:00 PM,2/16/2020 3:54:00 AM,32.9,0.1,0.002,3.7,3.6,180.461,3.4,172,5.7,0,
MACA-HM,2/15/2020 9:55:00 PM,2/16/2020 3:55:00 AM,33,0.2,-0.029,3.6,3.6,180.256,3.1,171,5.7,0,
MACA-HM,2/15/2020 9:56:00 PM,2/16/2020 3:56:00 AM,33.1,0.1,-0.011,3.5,3.5,179.983,3.1,172,5.8,0,
MACA-HM,2/15/2020 9:57:00 PM,2/16/2020 3:57:00 AM,33.1,0.1,-0.023,3.4,3.4,180.302,3.2,168,5.7,0,
MACA-HM,2/15/2020 9:58:00 PM,2/16/2020 3:58:00 AM,33.2,0,0.066,3.7,3.6,173.824,3.2,168,5.8,0,
MACA-HM,2/15/2020 9:59:00 PM,2/16/2020 3:59:00 AM,32.8,0.3,0.012,3.7,3.6,177.028,3.1,169,5.8,0,
MACA-HM,2/15/2020 10:00:00 PM,2/16/2020 4:00:00 AM,32.7,0.2,0.035,3.5,3.5,177.864,3.2,171,5.8,0,
MACA-HM,2/15/2020 10:01:00 PM,2/16/2020 4:01:00 AM,32.7,0,0.044,3.5,3.4,175.793,3.3,175,5.8,0,
MACA-HM,2/15/2020 10:02:00 PM,2/16/2020 4:02:00 AM,32.8,0.2,0.045,3.4,3.4,174.528,3.4,172,5.8,0,
MACA-HM,2/15/2020 10:03:00 PM,2/16/2020 4:03:00 AM,32.9,0.1,0.075,3.6,3.5,177.189,3.3,176,5.9,0,
MACA-HM,2/15/2020 10:04:00 PM,2/16/2020 4:04:00 AM,33.2,0.2,0.013,3.5,3.4,173.772,3.3,172,5.9,0,
MACA-HM,2/15/2020 10:05:00 PM,2/16/2020 4:05:00 AM,32.8,0.2,-0.012,3.4,3.4,174.282,3.2,173,5.9,0,
MACA-HM,2/15/2020 10:06:00 PM,2/16/2020 4:06:00 AM,32.9,0.1,0.03,3.4,3.3,173.093,3.5,176,5.8,0,
MACA-HM,2/15/2020 10:07:00 PM,2/16/2020 4:07:00 AM,32.7,0.2,-0.017,3.6,3.6,174.37,3.6,172,5.9,0,
MACA-HM,2/15/2020 10:08:00 PM,2/16/2020 4:08:00 AM,33,0,0.031,3.7,3.7,178.572,3.3,172,5.9,0,
MACA-HM,2/15/2020 10:09:00 PM,2/16/2020 4:09:00 AM,33,0.2,0.017,3.7,3.6,178.456,3.2,174,5.9,0,
MACA-HM,2/15/2020 10:10:00 PM,2/16/2020 4:10:00 AM,32.4,0,-0.012,3.8,3.8,177.773,3.3,171,5.9,0,
MACA-HM,2/15/2020 10:11:00 PM,2/16/2020 4:11:00 AM,32.1,0.2,0,3.7,3.7,179.229,3.1,173,5.9,0,
MACA-HM,2/15/2020 10:12:00 PM,2/16/2020 4:12:00 AM,32.3,0.2,0.012,3.8,3.8,180.235,3.1,170,5.9,0,
MACA-HM,2/15/2020 10:13:00 PM,2/16/2020 4:13:00 AM,32.3,0.2,0.032,3.7,3.7,177.722,3.1,175,5.9,0,
MACA-HM,2/15/2020 10:14:00 PM,2/16/2020 4:14:00 AM,32.5,0.2,-0.007,3.8,3.8,180.36,3.1,177,6,0,
MACA-HM,2/15/2020 10:15:00 PM,2/16/2020 4:15:00 AM,32.4,0.1,0.109,3.8,3.7,179.242,2.8,179,6,0,
MACA-HM,2/15/2020 10:16:00 PM,2/16/2020 4:16:00 AM,32.1,0,-0.027,4,4,178.963,3.2,180,6,0,
MACA-HM,2/15/2020 10:17:00 PM,2/16/2020 4:17:00 AM,32.6,0.1,-0.058,3.9,3.9,180.788,2.8,181,6,0,
MACA-HM,2/15/2020 10:18:00 PM,2/16/2020 4:18:00 AM,31.9,0.2,0.06,3.9,3.9,180.308,2.2,184,5.9,0,
MACA-HM,2/15/2020 10:19:00 PM,2/16/2020 4:19:00 AM,32.1,0.1,0.017,4,4,177.728,2.2,187,5.9,0,
MACA-HM,2/15/2020 10:20:00 PM,2/16/2020 4:20:00 AM,32,0.2,0.007,4,4,181.416,2,185,5.9,0,
MACA-HM,2/15/2020 10:21:00 PM,2/16/2020 4:21:00 AM,31.6,0.2,-0.009,4.1,4.1,183.574,2.5,182,5.8,0,
MACA-HM,2/15/2020 10:22:00 PM,2/16/2020 4:22:00 AM,31.7,0,-0.012,4.1,4.1,188.386,3.1,176,5.8,0,
MACA-HM,2/15/2020 10:23:00 PM,2/16/2020 4:23:00 AM,31.8,0.2,-0.06,4,4,197.116,2.9,180,5.9,0,
MACA-HM,2/15/2020 10:24:00 PM,2/16/2020 4:24:00 AM,32.1,0.1,-0.022,4,4,193.011,3.1,174,5.9,0,
MACA-HM,2/15/2020 10:25:00 PM,2/16/2020 4:25:00 AM,32,0.2,-0.02,4,4,184.832,2.8,177,6,0,
MACA-HM,2/15/2020 10:26:00 PM,2/16/2020 4:26:00 AM,32.2,0.2,0.018,3.9,3.9,180.356,3.1,177,6,0,
MACA-HM,2/15/2020 10:27:00 PM,2/16/2020 4:27:00 AM,32.3,0.2,0.008,3.8,3.8,182.928,3.4,174,6,0,
MACA-HM,2/15/2020 10:28:00 PM,2/16/2020 4:28:00 AM,32.5,0.1,-0.032,3.6,3.7,180.035,3.1,181,6,0,
MACA-HM,2/15/2020 10:29:00 PM,2/16/2020 4:29:00 AM,32.2,0.2,0.037,3.8,3.7,179.913,3.3,178,6,0,
MACA-HM,2/15/2020 10:30:00 PM,2/16/2020 4:30:00 AM,32.4,0.3,0.035,3.8,3.7,182.498,3.1,177,6,0,
MACA-HM,2/15/2020 10:31:00 PM,2/16/2020 4:31:00 AM,32.3,0.1,-0.002,3.7,3.7,179.085,3.1,182,6,0,
MACA-HM,2/15/2020 10:32:00 PM,2/16/2020 4:32:00 AM,32.3,0.2,0.017,3.6,3.6,179.381,3.2,178,6,0,
MACA-HM,2/15/2020 10:33:00 PM,2/16/2020 4:33:00 AM,32.7,0.1,0.001,3.6,3.6,180.608,2.7,181,6.1,0,
MACA-HM,2/15/2020 10:34:00 PM,2/16/2020 4:34:00 AM,32.3,0.1,-0.026,3.6,3.7,181.401,2.8,177,6.1,0,
MACA-HM,2/15/2020 10:35:00 PM,2/16/2020 4:35:00 AM,32.5,0.1,0.038,3.6,3.6,179.691,2.6,180,6.1,0,
MACA-HM,2/15/2020 10:36:00 PM,2/16/2020 4:36:00 AM,33.2,0.1,0.009,3.4,3.4,181.133,3.2,180,6.1,0,
MACA-HM,2/15/2020 10:37:00 PM,2/16/2020 4:37:00 AM,33.2,0.1,-0.028,3.2,3.2,180.367,2.5,180,6.2,0,
MACA-HM,2/15/2020 10:38:00 PM,2/16/2020 4:38:00 AM,32.9,0.2,-0.01,3.3,3.3,178.156,3.1,178,6.2,0,
MACA-HM,2/15/2020 10:39:00 PM,2/16/2020 4:39:00 AM,33.4,0.2,0.032,3.1,3.1,180.27,2.6,182,6.2,0,
MACA-HM,2/15/2020 10:40:00 PM,2/16/2020 4:40:00 AM,33.3,0.2,-0.015,3,3.1,181.044,2.9,185,6.2,0,
MACA-HM,2/15/2020 10:41:00 PM,2/16/2020 4:41:00 AM,33.2,0.1,0,3,3,176.562,2.4,180,6.2,0,
MACA-HM,2/15/2020 10:42:00 PM,2/16/2020 4:42:00 AM,33.8,0.2,-0.016,2.9,2.9,178.458,2,185,6.3,0,
MACA-HM,2/15/2020 10:43:00 PM,2/16/2020 4:43:00 AM,33.7,0.2,-0.016,3,3,179.596,2.7,182,6.3,0,
MACA-HM,2/15/2020 10:44:00 PM,2/16/2020 4:44:00 AM,33.4,0.1,0,2.9,2.9,184.152,2.2,184,6.4,0,
MACA-HM,2/15/2020 10:45:00 PM,2/16/2020 4:45:00 AM,33.8,0.2,-0.022,2.7,2.8,181.303,2.4,187,6.4,0,
MACA-HM,2/15/2020 10:46:00 PM,2/16/2020 4:46:00 AM,34.3,0.2,0.06,2.7,2.7,179.723,2.4,179,6.4,0,
MACA-HM,2/15/2020 10:47:00 PM,2/16/2020 4:47:00 AM,34.1,0.2,0.015,2.7,2.7,182.644,2.7,188,6.5,0,
MACA-HM,2/15/2020 10:48:00 PM,2/16/2020 4:48:00 AM,35,0.2,0.024,2.6,2.6,183.849,3,186,6.6,0,
MACA-HM,2/15/2020 10:49:00 PM,2/16/2020 4:49:00 AM,34.9,0.2,0.023,2.6,2.6,181.915,3,186,6.7,0,
MACA-HM,2/15/2020 10:50:00 PM,2/16/2020 4:50:00 AM,34.5,0.2,0.06,2.5,2.5,181.476,2.2,184,6.6,0,
MACA-HM,2/15/2020 10:51:00 PM,2/16/2020 4:51:00 AM,34.8,0.1,0.088,2.4,2.3,183.015,2.1,188,6.7,0,
MACA-HM,2/15/2020 10:52:00 PM,2/16/2020 4:52:00 AM,34.5,0.2,0.065,2.5,2.4,183.826,1.9,180,6.6,0,
MACA-HM,2/15/2020 10:53:00 PM,2/16/2020 4:53:00 AM,34.6,0.3,0.014,2.4,2.4,187.158,2.4,184,6.6,0,
MACA-HM,2/15/2020 10:54:00 PM,2/16/2020 4:54:00 AM,34.6,0.2,0.04,2.3,2.3,184.238,2.8,180,6.7,0,
MACA-HM,2/15/2020 10:55:00 PM,2/16/2020 4:55:00 AM,35.2,0.2,0.067,2.3,2.2,180.341,2.6,184,6.7,0,
MACA-HM,2/15/2020 10:56:00 PM,2/16/2020 4:56:00 AM,34.7,0.2,-0.018,2.3,2.3,178.172,2,182,6.8,0,
MACA-HM,2/15/2020 10:57:00 PM,2/16/2020 4:57:00 AM,34.9,0.2,0.049,2.3,2.3,180.011,2.7,186,6.7,0,
MACA-HM,2/15/2020 10:58:00 PM,2/16/2020 4:58:00 AM,35.6,0.3,0.067,2.2,2.2,181.897,2.7,179,6.7,0,
MACA-HM,2/15/2020 10:59:00 PM,2/16/2020 4:59:00 AM,35.8,0.2,0.028,2.1,2.1,180.591,2.7,196,6.8,0,
MACA-HM,2/15/2020 11:00:00 PM,2/16/2020 5:00:00 AM,35.6,0.3,-0.027,2.2,2.2,177.442,2.8,185,6.8,0,
MACA-HM,2/15/2020 11:01:00 PM,2/16/2020 5:01:00 AM,35.5,0.3,-0.03,2.3,2.3,181.684,2.8,183,6.9,0,
MACA-HM,2/15/2020 11:02:00 PM,2/16/2020 5:02:00 AM,36.4,0.4,-0.004,2.2,2.2,185.917,3.2,187,7,0,
MACA-HM,2/15/2020 11:03:00 PM,2/16/2020 5:03:00 AM,36.3,0.2,-0.077,2,2.1,178.029,2.3,188,7,0,
MACA-HM,2/15/2020 11:04:00 PM,2/16/2020 5:04:00 AM,35.9,0.4,-0.018,2,2,178.991,2.3,183,7,0,
MACA-HM,2/15/2020 11:05:00 PM,2/16/2020 5:05:00 AM,35.6,0.4,-0.032,2.1,2.1,178.597,1.9,184,6.9,0,
MACA-HM,2/15/2020 11:06:00 PM,2/16/2020 5:06:00 AM,35.4,0.3,-0.039,2,2.1,181.116,2.3,186,6.9,0,
MACA-HM,2/15/2020 11:07:00 PM,2/16/2020 5:07:00 AM,35.8,0.3,0.046,2.1,2.1,179.094,2.8,183,6.9,0,
MACA-HM,2/15/2020 11:08:00 PM,2/16/2020 5:08:00 AM,36,0.4,0.048,2.2,2.1,180.089,2.5,186,7,0,
MACA-HM,2/15/2020 11:09:00 PM,2/16/2020 5:09:00 AM,36.1,0.3,0.006,2.1,2.1,179.995,2.5,187,7,0,
MACA-HM,2/15/2020 11:10:00 PM,2/16/2020 5:10:00 AM,36.2,0.2,0.104,2.2,2.1,178.235,2.5,185,7.1,0,
MACA-HM,2/15/2020 11:11:00 PM,2/16/2020 5:11:00 AM,36,0.3,0.007,2.2,2.2,180.537,2.8,186,7.1,0,
MACA-HM,2/15/2020 11:12:00 PM,2/16/2020 5:12:00 AM,36,0.4,0.094,2.2,2.1,183.989,2.3,188,7.1,0,
MACA-HM,2/15/2020 11:13:00 PM,2/16/2020 5:13:00 AM,35.9,0.3,0.023,2.3,2.2,179.357,2.2,192,7,0,
MACA-HM,2/15/2020 11:14:00 PM,2/16/2020 5:14:00 AM,35.9,0.3,0.028,2.3,2.3,179.255,3,182,7,0,
MACA-HM,2/15/2020 11:15:00 PM,2/16/2020 5:15:00 AM,36.7,0.3,-0.018,2.2,2.3,179.614,2.4,187,7,0,
MACA-HM,2/15/2020 11:16:00 PM,2/16/2020 5:16:00 AM,36.9,0.5,0.002,2.3,2.3,178.373,3.3,186,7.2,0,
MACA-HM,2/15/2020 11:17:00 PM,2/16/2020 5:17:00 AM,36.9,0.3,0.025,2.4,2.4,173.294,2.5,189,7.3,0,
MACA-HM,2/15/2020 11:18:00 PM,2/16/2020 5:18:00 AM,37,0.4,0.019,2.4,2.3,176.472,2.6,189,7.4,0,
MACA-HM,2/15/2020 11:19:00 PM,2/16/2020 5:19:00 AM,36.7,0.4,0.032,2.5,2.4,175.656,2.6,189,7.4,0,
MACA-HM,2/15/2020 11:20:00 PM,2/16/2020 5:20:00 AM,36.7,0.4,0.017,2.3,2.3,177.309,2.8,187,7.4,0,
MACA-HM,2/15/2020 11:21:00 PM,2/16/2020 5:21:00 AM,36.8,0.4,-0.026,2.2,2.2,172.879,2.5,187,7.4,0,
MACA-HM,2/15/2020 11:22:00 PM,2/16/2020 5:22:00 AM,36.9,0.4,-0.046,2.3,2.3,177.109,2.7,191,7.4,0,
MACA-HM,2/15/2020 11:23:00 PM,2/16/2020 5:23:00 AM,37,0.3,-0.022,2.3,2.3,180.601,3.3,192,7.4,0,
MACA-HM,2/15/2020 11:24:00 PM,2/16/2020 5:24:00 AM,37.1,0.4,0.012,2.4,2.4,177.046,3,191,7.4,0,
MACA-HM,2/15/2020 11:25:00 PM,2/16/2020 5:25:00 AM,37.1,0.4,-0.015,2.3,2.3,179.328,2.8,191,7.4,0,
MACA-HM,2/15/2020 11:26:00 PM,2/16/2020 5:26:00 AM,37.3,0.4,-0.045,2.3,2.4,177.997,2.6,187,7.5,0,
MACA-HM,2/15/2020 11:27:00 PM,2/16/2020 5:27:00 AM,36.8,0.3,0.076,2.3,2.3,175.601,2.3,189,7.4,0,
MACA-HM,2/15/2020 11:28:00 PM,2/16/2020 5:28:00 AM,37.1,0.5,0.021,2.3,2.3,176.378,2.3,188,7.5,0,
MACA-HM,2/15/2020 11:29:00 PM,2/16/2020 5:29:00 AM,36.9,0.5,0.082,2.4,2.3,177.016,2.5,194,7.5,0,
MACA-HM,2/15/2020 11:30:00 PM,2/16/2020 5:30:00 AM,37.3,0.3,-0.021,2.3,2.3,176.596,2.9,193,7.6,0,
MACA-HM,2/15/2020 11:31:00 PM,2/16/2020 5:31:00 AM,37.4,0.4,0.074,2.3,2.2,178.243,2.4,191,7.6,0,
MACA-HM,2/15/2020 11:32:00 PM,2/16/2020 5:32:00 AM,37.1,0.2,0.004,2.2,2.2,179.547,2.9,185,7.6,0,
MACA-HM,2/15/2020 11:33:00 PM,2/16/2020 5:33:00 AM,37.2,0.5,-0.019,2.4,2.4,177.312,2.9,192,7.6,0,
MACA-HM,2/15/2020 11:34:00 PM,2/16/2020 5:34:00 AM,37.5,0.4,-0.001,2.2,2.2,176.854,2.1,188,7.5,0,
MACA-HM,2/15/2020 11:35:00 PM,2/16/2020 5:35:00 AM,37.2,0.5,-0.032,2.2,2.2,179.054,2.4,192,7.5,0,
MACA-HM,2/15/2020 11:36:00 PM,2/16/2020 5:36:00 AM,37.4,0.3,0.01,2.2,2.2,179.3,1.9,194,7.5,0,
MACA-HM,2/15/2020 11:37:00 PM,2/16/2020 5:37:00 AM,37.4,0.4,0.061,2.3,2.3,179.023,3.2,190,7.5,0,
MACA-HM,2/15/2020 11:38:00 PM,2/16/2020 5:38:00 AM,37.9,0.2,0.047,2.3,2.3,180.414,3.2,193,7.7,0,
MACA-HM,2/15/2020 11:39:00 PM,2/16/2020 5:39:00 AM,37.6,0.4,0.023,2.2,2.2,180.296,2.3,190,7.7,0,
MACA-HM,2/15/2020 11:40:00 PM,2/16/2020 5:40:00 AM,37.7,0.3,0.046,2.2,2.2,178.764,2.6,193,7.7,0,
MACA-HM,2/15/2020 11:41:00 PM,2/16/2020 5:41:00 AM,37.7,0.4,-0.046,2.3,2.3,178.763,2.4,190,7.7,0,
MACA-HM,2/15/2020 11:42:00 PM,2/16/2020 5:42:00 AM,37.5,0.3,-0.033,2.3,2.3,178,2.6,192,7.6,0,
MACA-HM,2/15/2020 11:43:00 PM,2/16/2020 5:43:00 AM,37.4,0.3,0.037,2.2,2.2,177.188,2.4,188,7.5,0,
MACA-HM,2/15/2020 11:44:00 PM,2/16/2020 5:44:00 AM,37.4,0.6,-0.021,2.2,2.2,178.466,2.1,186,7.5,0,
MACA-HM,2/15/2020 11:45:00 PM,2/16/2020 5:45:00 AM,37.2,0.4,0.015,2.2,2.2,177.249,2.2,185,7.4,0,
MACA-HM,2/15/2020 11:46:00 PM,2/16/2020 5:46:00 AM,37.2,0.4,0.071,2.3,2.2,177.431,2.4,189,7.4,0,
MACA-HM,2/15/2020 11:47:00 PM,2/16/2020 5:47:00 AM,37.4,0.3,0.006,2.2,2.2,178.548,3,190,7.5,0,
MACA-HM,2/15/2020 11:48:00 PM,2/16/2020 5:48:00 AM,37.7,0.2,0.029,2.2,2.2,180.453,2.6,189,7.6,0,
MACA-HM,2/15/2020 11:49:00 PM,2/16/2020 5:49:00 AM,37.5,0.3,0.019,2.2,2.2,179.136,2.8,187,7.5,0,
MACA-HM,2/15/2020 11:50:00 PM,2/16/2020 5:50:00 AM,37.6,0.3,-0.009,2.3,2.3,179.845,2.7,193,7.5,0,
MACA-HM,2/15/2020 11:51:00 PM,2/16/2020 5:51:00 AM,37.4,0.3,-0.023,2.3,2.4,179.164,2.1,191,7.6,0,
MACA-HM,2/15/2020 11:52:00 PM,2/16/2020 5:52:00 AM,37.3,0.3,-0.067,2.2,2.3,177.407,2.3,191,7.5,0,
MACA-HM,2/15/2020 11:53:00 PM,2/16/2020 5:53:00 AM,37.2,0.3,0.009,2.3,2.2,178.095,2.8,190,7.5,0,
MACA-HM,2/15/2020 11:54:00 PM,2/16/2020 5:54:00 AM,37.5,0.4,-0.003,2.3,2.3,176.569,2.5,185,7.6,0,
MACA-HM,2/15/2020 11:55:00 PM,2/16/2020 5:55:00 AM,37.3,0.3,-0.002,2.3,2.3,176.667,3,188,7.5,0,
MACA-HM,2/15/2020 11:56:00 PM,2/16/2020 5:56:00 AM,37.5,0.4,0.002,2.3,2.3,174.84,3,194,7.6,0,
MACA-HM,2/15/2020 11:57:00 PM,2/16/2020 5:57:00 AM,37.3,0.3,0.071,2.2,2.2,175.997,2.5,186,7.6,0,
MACA-HM,2/15/2020 11:58:00 PM,2/16/2020 5:58:00 AM,37.3,0.3,0.026,2.3,2.2,174.49,3.1,187,7.6,0,
MACA-HM,2/15/2020 11:59:00 PM,2/16/2020 5:59:00 AM,37.3,0.2,0.08,2.3,2.2,173.856,2.9,183,7.6,0,
MACA-HM,2/16/2020 12:00:00 AM,2/16/2020 6:00:00 AM,37.1,0.3,0.044,2.3,2.3,176.933,2.8,181,7.6,0,
MACA-HM,2/16/2020 12:01:00 AM,2/16/2020 6:01:00 AM,36.9,0.2,0.039,2.3,2.2,180.68,2.9,186,7.5,0,
MACA-HM,2/16/2020 12:02:00 AM,2/16/2020 6:02:00 AM,36.9,0.2,-0.059,2.2,2.2,183.506,2.7,186,7.5,0,
MACA-HM,2/16/2020 12:03:00 AM,2/16/2020 6:03:00 AM,36.9,0.3,-0.075,2.3,2.3,184.544,2.7,189,7.4,0,
MACA-HM,2/16/2020 12:04:00 AM,2/16/2020 6:04:00 AM,37.2,0.3,-0.074,2.2,2.3,182.532,2.9,181,7.5,0,
MACA-HM,2/16/2020 12:05:00 AM,2/16/2020 6:05:00 AM,37.4,0.3,0.022,2.3,2.3,189.975,2.9,193,7.5,0,
MACA-HM,2/16/2020 12:06:00 AM,2/16/2020 6:06:00 AM,37.5,0.2,-0.019,2.3,2.3,190.516,2.7,192,7.6,0,
MACA-HM,2/16/2020 12:07:00 AM,2/16/2020 6:07:00 AM,37.7,0.4,-0.014,2.2,2.2,194.85,2.6,191,7.6,0,
MACA-HM,2/16/2020 12:08:00 AM,2/16/2020 6:08:00 AM,37.6,0.2,0.023,2.3,2.2,195.355,2.3,188,7.7,0,
MACA-HM,2/16/2020 12:09:00 AM,2/16/2020 6:09:00 AM,37.4,0.2,0.045,2.3,2.2,197.611,2.5,190,7.5,0,
MACA-HM,2/16/2020 12:10:00 AM,2/16/2020 6:10:00 AM,37.6,0.3,-0.003,2.2,2.2,200.409,2.6,191,7.5,0,
MACA-HM,2/16/2020 12:11:00 AM,2/16/2020 6:11:00 AM,37.9,0.2,0.056,2.2,2.2,196.53,2.4,188,7.6,0,
MACA-HM,2/16/2020 12:12:00 AM,2/16/2020 6:12:00 AM,37.8,0.4,-0.039,2.2,2.2,191.877,2.4,185,7.5,0,
MACA-HM,2/16/2020 12:13:00 AM,2/16/2020 6:13:00 AM,37.8,0.3,-0.011,2.4,2.4,187.563,2.3,194,7.6,0,
MACA-HM,2/16/2020 12:14:00 AM,2/16/2020 6:14:00 AM,37.3,0.3,0.043,2.3,2.2,187.229,1.9,183,7.5,0,
MACA-HM,2/16/2020 12:15:00 AM,2/16/2020 6:15:00 AM,37.1,0.3,-0.001,2.1,2.1,187.318,1.9,190,7.4,0,
MACA-HM,2/16/2020 12:16:00 AM,2/16/2020 6:16:00 AM,37.3,0.2,0.008,2.1,2.1,193.658,2.6,189,7.5,0,
MACA-HM,2/16/2020 12:17:00 AM,2/16/2020 6:17:00 AM,37.6,0.3,-0.036,2.2,2.2,189.219,2.4,189,7.4,0,
MACA-HM,2/16/2020 12:18:00 AM,2/16/2020 6:18:00 AM,37.4,0.2,0.002,2.3,2.3,186.754,2.2,190,7.4,0,
MACA-HM,2/16/2020 12:19:00 AM,2/16/2020 6:19:00 AM,37.7,0.2,-0.008,2.2,2.2,186.996,2.2,191,7.5,0,
MACA-HM,2/16/2020 12:20:00 AM,2/16/2020 6:20:00 AM,37.9,0.3,0.052,2.3,2.2,181.937,2.4,191,7.5,0,
MACA-HM,2/16/2020 12:21:00 AM,2/16/2020 6:21:00 AM,37.8,0.3,-0.02,2.2,2.2,177.646,2.5,189,7.6,0,
MACA-HM,2/16/2020 12:22:00 AM,2/16/2020 6:22:00 AM,37.4,0.3,-0.056,2.2,2.3,181.915,3,189,7.6,0,
MACA-HM,2/16/2020 12:23:00 AM,2/16/2020 6:23:00 AM,37.9,0.2,0.009,2.2,2.2,176.635,2.4,186,7.6,0,
MACA-HM,2/16/2020 12:24:00 AM,2/16/2020 6:24:00 AM,37.4,0.3,-0.008,2.2,2.2,174.471,2.8,187,7.6,0,
MACA-HM,2/16/2020 12:25:00 AM,2/16/2020 6:25:00 AM,37.7,0.3,-0.01,2.2,2.2,175.242,2.8,189,7.6,0,
MACA-HM,2/16/2020 12:26:00 AM,2/16/2020 6:26:00 AM,37.8,0.2,0.008,2.3,2.3,175.543,2.3,195,7.6,0,
MACA-HM,2/16/2020 12:27:00 AM,2/16/2020 6:27:00 AM,37.9,0.2,0.003,2.3,2.3,180.481,2.5,183,7.6,0,
MACA-HM,2/16/2020 12:28:00 AM,2/16/2020 6:28:00 AM,37.4,0.1,0.012,2.3,2.2,179.811,3,192,7.5,0,
