ABBR,DATE_TIME,UTC_DATE_TIME,O3_PPB,SO2_2_PPB,NO_3_PPB,NOY_PPB,NO2_3_PPB,CO_2_PPB,VWS_M_S,VWD_DEG,TMP_DEGC,SOL_W_M2,
MACA-HM,2/8/2020 6:45:00 AM,2/8/2020 12:45:00 PM,27.5,-999,-999,-999,-999,-999,1.4,197,0.2,3,
MACA-HM,2/8/2020 6:46:00 AM,2/8/2020 12:46:00 PM,27.3,-999,-999,-999,-999,-999,1.4,201,0.2,3,
MACA-HM,2/8/2020 6:47:00 AM,2/8/2020 12:47:00 PM,27.1,-999,-999,-999,-999,-999,1.2,197,0.1,4,
MACA-HM,2/8/2020 6:48:00 AM,2/8/2020 12:48:00 PM,27.2,-999,-999,-999,-999,-999,1.2,199,0.1,4,
MACA-HM,2/8/2020 6:49:00 AM,2/8/2020 12:49:00 PM,27.7,-999,-999,-999,-999,-999,1.5,197,0.2,5,
MACA-HM,2/8/2020 6:50:00 AM,2/8/2020 12:50:00 PM,27.4,-999,-999,-999,-999,-999,1.1,203,0.2,5,
MACA-HM,2/8/2020 6:51:00 AM,2/8/2020 12:51:00 PM,27.1,-999,-999,-999,-999,-999,1.1,202,0.2,6,
MACA-HM,2/8/2020 6:52:00 AM,2/8/2020 12:52:00 PM,27,-999,-999,-999,-999,-999,1,211,0.2,7,
MACA-HM,2/8/2020 6:53:00 AM,2/8/2020 12:53:00 PM,27.4,-999,-999,-999,-999,-999,1.1,205,0.2,8,
MACA-HM,2/8/2020 6:54:00 AM,2/8/2020 12:54:00 PM,27.4,-999,-999,-999,-999,-999,0.9,196,0.2,8,
MACA-HM,2/8/2020 6:55:00 AM,2/8/2020 12:55:00 PM,27.3,-999,-999,-999,-999,-999,1.3,205,0.2,9,
MACA-HM,2/8/2020 6:56:00 AM,2/8/2020 12:56:00 PM,27.3,-999,-999,-999,-999,-999,1,226,0.2,10,
MACA-HM,2/8/2020 6:57:00 AM,2/8/2020 12:57:00 PM,27.2,-999,-999,-999,-999,-999,1,209,0.2,11,
MACA-HM,2/8/2020 6:58:00 AM,2/8/2020 12:58:00 PM,27.3,-999,-999,-999,-999,-999,1.4,198,0.2,12,
MACA-HM,2/8/2020 6:59:00 AM,2/8/2020 12:59:00 PM,27.6,-999,-999,-999,-999,-999,1.7,207,0.2,13,
MACA-HM,2/8/2020 7:00:00 AM,2/8/2020 1:00:00 PM,27.3,-999,-999,-999,-999,-999,1.2,202,0.1,13,
MACA-HM,2/8/2020 7:01:00 AM,2/8/2020 1:01:00 PM,27.2,-999,-999,-999,-999,-999,1.3,222,0.1,14,
MACA-HM,2/8/2020 7:02:00 AM,2/8/2020 1:02:00 PM,26.9,-999,-999,-999,-999,-999,1.3,224,0.2,16,
MACA-HM,2/8/2020 7:03:00 AM,2/8/2020 1:03:00 PM,26.6,-999,-999,-999,-999,-999,1.7,209,0.1,17,
MACA-HM,2/8/2020 7:04:00 AM,2/8/2020 1:04:00 PM,27.1,-999,-999,-999,-999,-999,1.5,201,0.1,19,
MACA-HM,2/8/2020 7:05:00 AM,2/8/2020 1:05:00 PM,26.9,-999,-999,-999,-999,-999,1.3,188,0,20,
MACA-HM,2/8/2020 7:06:00 AM,2/8/2020 1:06:00 PM,26.5,-999,-999,-999,-999,-999,1.1,198,0,20,
MACA-HM,2/8/2020 7:07:00 AM,2/8/2020 1:07:00 PM,26.5,-999,-999,-999,-999,-999,1.2,195,0,20,
MACA-HM,2/8/2020 7:08:00 AM,2/8/2020 1:08:00 PM,26.8,-999,-999,-999,-999,-999,1.2,196,0,20,
MACA-HM,2/8/2020 7:09:00 AM,2/8/2020 1:09:00 PM,26.6,-999,-999,-999,-999,-999,1.6,214,-0.1,21,
MACA-HM,2/8/2020 7:10:00 AM,2/8/2020 1:10:00 PM,26.8,-999,-999,-999,-999,-999,1.3,213,-0.1,21,
MACA-HM,2/8/2020 7:11:00 AM,2/8/2020 1:11:00 PM,26.7,-999,-999,-999,-999,-999,1.2,200,-0.1,22,
MACA-HM,2/8/2020 7:12:00 AM,2/8/2020 1:12:00 PM,26.4,-999,-999,-999,-999,-999,0.9,203,-0.2,23,
MACA-HM,2/8/2020 7:13:00 AM,2/8/2020 1:13:00 PM,26.8,-999,-999,-999,-999,-999,1.1,209,-0.1,23,
MACA-HM,2/8/2020 7:14:00 AM,2/8/2020 1:14:00 PM,26.4,0,0.163,2.4,2.2,137.679,1.1,216,-0.2,24,
MACA-HM,2/8/2020 7:15:00 AM,2/8/2020 1:15:00 PM,26.5,0,0.145,2.3,2.1,141.29,1.1,208,-0.3,23,
MACA-HM,2/8/2020 7:16:00 AM,2/8/2020 1:16:00 PM,26.7,0.1,0.18,2.5,2.3,146.296,1.3,216,-0.3,24,
MACA-HM,2/8/2020 7:17:00 AM,2/8/2020 1:17:00 PM,26.6,0,0.123,2.6,2.5,146.152,1.3,209,-0.2,26,
MACA-HM,2/8/2020 7:18:00 AM,2/8/2020 1:18:00 PM,26.4,0.1,0.142,2.6,2.4,137.862,1,216,-0.1,29,
MACA-HM,2/8/2020 7:19:00 AM,2/8/2020 1:19:00 PM,26.6,0.1,0.164,2.5,2.4,142.789,1.4,208,-0.1,30,
MACA-HM,2/8/2020 7:20:00 AM,2/8/2020 1:20:00 PM,26.3,0.1,0.179,2.4,2.2,141.766,1.6,206,-0.1,30,
MACA-HM,2/8/2020 7:21:00 AM,2/8/2020 1:21:00 PM,26.8,0.1,0.153,2.5,2.4,142.75,1.3,218,0,31,
MACA-HM,2/8/2020 7:22:00 AM,2/8/2020 1:22:00 PM,26.7,0.1,0.163,2.6,2.4,146.83,1.2,217,0.1,32,
MACA-HM,2/8/2020 7:23:00 AM,2/8/2020 1:23:00 PM,26.7,0.1,0.237,2.6,2.4,138.548,1.1,216,0.1,32,
MACA-HM,2/8/2020 7:24:00 AM,2/8/2020 1:24:00 PM,26.4,0,0.254,2.4,2.2,147.619,1.3,221,-0.1,33,
MACA-HM,2/8/2020 7:25:00 AM,2/8/2020 1:25:00 PM,26.3,0.1,0.152,2.6,2.4,141.326,1.2,206,-0.1,34,
MACA-HM,2/8/2020 7:26:00 AM,2/8/2020 1:26:00 PM,26.2,0.1,0.186,2.6,2.5,142.5,1.8,206,-0.1,35,
MACA-HM,2/8/2020 7:27:00 AM,2/8/2020 1:27:00 PM,26.2,0.1,0.194,2.7,2.5,140.828,1.4,194,-0.1,38,
MACA-HM,2/8/2020 7:28:00 AM,2/8/2020 1:28:00 PM,26.4,0,0.206,2.5,2.3,146.728,1.1,194,-0.1,40,
MACA-HM,2/8/2020 7:29:00 AM,2/8/2020 1:29:00 PM,26.1,0.2,0.169,2.5,2.4,140.466,1.7,207,-0.1,40,
MACA-HM,2/8/2020 7:30:00 AM,2/8/2020 1:30:00 PM,26,0,0.297,2.7,2.4,144.573,1.4,207,0,38,
MACA-HM,2/8/2020 7:31:00 AM,2/8/2020 1:31:00 PM,26,0,0.257,2.7,2.4,144.561,1.1,222,0.1,39,
MACA-HM,2/8/2020 7:32:00 AM,2/8/2020 1:32:00 PM,26.2,0.2,0.228,2.9,2.7,143.685,1.3,230,0.2,41,
MACA-HM,2/8/2020 7:33:00 AM,2/8/2020 1:33:00 PM,26.1,0.1,0.291,2.8,2.5,145.766,1.3,228,0.2,44,
MACA-HM,2/8/2020 7:34:00 AM,2/8/2020 1:34:00 PM,26.1,0.1,0.213,2.7,2.5,142.863,1.5,224,0.2,46,
MACA-HM,2/8/2020 7:35:00 AM,2/8/2020 1:35:00 PM,26.4,0,0.264,2.8,2.6,142.268,1.8,214,0.3,49,
MACA-HM,2/8/2020 7:36:00 AM,2/8/2020 1:36:00 PM,26.5,0.2,0.294,3,2.7,142.799,1.5,213,0.3,51,
MACA-HM,2/8/2020 7:37:00 AM,2/8/2020 1:37:00 PM,26.2,0,0.272,2.9,2.6,141.714,1.2,209,0.4,57,
MACA-HM,2/8/2020 7:38:00 AM,2/8/2020 1:38:00 PM,26.2,0.1,0.318,2.8,2.5,143.589,1.4,198,0.4,64,
MACA-HM,2/8/2020 7:39:00 AM,2/8/2020 1:39:00 PM,26.2,0.2,0.246,2.9,2.7,139.47,1.5,205,0.4,72,
MACA-HM,2/8/2020 7:40:00 AM,2/8/2020 1:40:00 PM,26.3,0,0.325,3,2.7,141.44,2,204,0.5,80,
MACA-HM,2/8/2020 7:41:00 AM,2/8/2020 1:41:00 PM,26.3,0.1,0.356,3.2,2.8,142.082,1.7,191,0.6,85,
MACA-HM,2/8/2020 7:42:00 AM,2/8/2020 1:42:00 PM,25.7,0.1,0.408,3.1,2.7,147.972,1.4,204,0.6,89,
MACA-HM,2/8/2020 7:43:00 AM,2/8/2020 1:43:00 PM,25.7,0,0.399,3.1,2.7,146.135,1.4,219,0.6,94,
MACA-HM,2/8/2020 7:44:00 AM,2/8/2020 1:44:00 PM,25.4,0.1,0.413,3.2,2.7,145.942,1.1,224,0.7,99,
MACA-HM,2/8/2020 7:45:00 AM,2/8/2020 1:45:00 PM,25.7,0.2,0.445,3.3,2.9,144.604,1.4,206,0.8,103,
MACA-HM,2/8/2020 7:46:00 AM,2/8/2020 1:46:00 PM,25.6,0,0.405,3.4,3,148.322,1.4,218,0.8,108,
MACA-HM,2/8/2020 7:47:00 AM,2/8/2020 1:47:00 PM,25.6,0.1,0.522,3.5,3,147.765,1.9,204,0.9,114,
MACA-HM,2/8/2020 7:48:00 AM,2/8/2020 1:48:00 PM,25.5,0,0.497,3.4,2.9,146.771,2.3,204,0.9,122,
MACA-HM,2/8/2020 7:49:00 AM,2/8/2020 1:49:00 PM,25.7,0.1,0.525,3.7,3.2,149.003,2.2,205,0.9,129,
MACA-HM,2/8/2020 7:50:00 AM,2/8/2020 1:50:00 PM,25.5,0.1,0.619,3.9,3.3,147.028,2.2,214,1,134,
MACA-HM,2/8/2020 7:51:00 AM,2/8/2020 1:51:00 PM,25.4,0.1,0.625,4,3.4,148.827,1.2,224,1.1,137,
MACA-HM,2/8/2020 7:52:00 AM,2/8/2020 1:52:00 PM,24.6,0.1,0.668,4,3.3,150.132,2,226,1.2,137,
MACA-HM,2/8/2020 7:53:00 AM,2/8/2020 1:53:00 PM,25.3,0.1,0.724,3.9,3.2,151.32,2,213,1.2,136,
MACA-HM,2/8/2020 7:54:00 AM,2/8/2020 1:54:00 PM,25.5,0.1,0.736,4.1,3.4,153.228,2,217,1.2,132,
MACA-HM,2/8/2020 7:55:00 AM,2/8/2020 1:55:00 PM,25.5,0,0.683,4.1,3.4,150.14,2.3,209,1.2,132,
MACA-HM,2/8/2020 7:56:00 AM,2/8/2020 1:56:00 PM,25.5,0.1,0.639,4,3.3,156.568,2.2,204,1.2,131,
MACA-HM,2/8/2020 7:57:00 AM,2/8/2020 1:57:00 PM,25.6,0.2,0.528,3.8,3.2,153.34,1.9,204,1.2,130,
MACA-HM,2/8/2020 7:58:00 AM,2/8/2020 1:58:00 PM,25.1,0.1,0.574,3.9,3.3,153.43,1.7,205,1.2,129,
MACA-HM,2/8/2020 7:59:00 AM,2/8/2020 1:59:00 PM,25.5,0.2,0.619,3.8,3.2,153.248,1.5,201,1.2,129,
MACA-HM,2/8/2020 8:00:00 AM,2/8/2020 2:00:00 PM,25.3,0.1,0.546,3.7,3.1,154.676,1.6,209,1.2,128,
MACA-HM,2/8/2020 8:01:00 AM,2/8/2020 2:01:00 PM,25.2,0.2,0.527,3.5,3,151.476,1.2,211,1.2,128,
MACA-HM,2/8/2020 8:02:00 AM,2/8/2020 2:02:00 PM,25.2,0.1,0.539,3.6,3,156.575,2.3,221,1.3,128,
MACA-HM,2/8/2020 8:03:00 AM,2/8/2020 2:03:00 PM,25.7,0.1,0.538,3.7,3.2,153.868,2.2,218,1.3,129,
MACA-HM,2/8/2020 8:04:00 AM,2/8/2020 2:04:00 PM,25.6,0.2,0.522,3.7,3.2,157.903,1.7,211,1.3,131,
MACA-HM,2/8/2020 8:05:00 AM,2/8/2020 2:05:00 PM,25.4,0.2,0.48,3.5,3.1,159.377,1.5,222,1.3,133,
MACA-HM,2/8/2020 8:06:00 AM,2/8/2020 2:06:00 PM,25.5,0.2,0.536,3.7,3.2,155.255,1.9,218,1.3,135,
MACA-HM,2/8/2020 8:07:00 AM,2/8/2020 2:07:00 PM,25.6,0.3,0.506,3.7,3.2,157.401,2,220,1.3,138,
MACA-HM,2/8/2020 8:08:00 AM,2/8/2020 2:08:00 PM,25.8,0.1,0.539,3.9,3.4,156.98,1.9,220,1.3,139,
MACA-HM,2/8/2020 8:09:00 AM,2/8/2020 2:09:00 PM,25.8,0.2,0.571,4,3.4,155.048,2.1,229,1.3,140,
MACA-HM,2/8/2020 8:10:00 AM,2/8/2020 2:10:00 PM,25.6,0.1,0.581,3.8,3.2,154.529,1.8,216,1.4,140,
MACA-HM,2/8/2020 8:11:00 AM,2/8/2020 2:11:00 PM,25.5,0.1,0.649,3.7,3.1,158.413,2.4,231,1.3,139,
MACA-HM,2/8/2020 8:12:00 AM,2/8/2020 2:12:00 PM,25.8,0,0.586,3.9,3.3,155.293,2.6,227,1.3,137,
MACA-HM,2/8/2020 8:13:00 AM,2/8/2020 2:13:00 PM,25.7,0.1,0.665,4,3.4,155.166,1.6,208,1.3,137,
MACA-HM,2/8/2020 8:14:00 AM,2/8/2020 2:14:00 PM,25.6,0,0.54,3.8,3.3,157.747,2.4,227,1.4,137,
MACA-HM,2/8/2020 8:15:00 AM,2/8/2020 2:15:00 PM,25.5,0.2,0.637,3.8,3.2,157.595,2.2,217,1.3,138,
MACA-HM,2/8/2020 8:16:00 AM,2/8/2020 2:16:00 PM,25.6,0.1,0.674,3.9,3.3,158.656,2.5,221,1.4,138,
MACA-HM,2/8/2020 8:17:00 AM,2/8/2020 2:17:00 PM,25.7,0.1,0.706,4,3.3,162.512,1.5,226,1.3,138,
MACA-HM,2/8/2020 8:18:00 AM,2/8/2020 2:18:00 PM,25.2,0.2,0.603,4,3.4,160.318,1.3,234,1.4,140,
MACA-HM,2/8/2020 8:19:00 AM,2/8/2020 2:19:00 PM,25.1,0,0.617,3.9,3.2,158.029,1.2,235,1.4,142,
MACA-HM,2/8/2020 8:20:00 AM,2/8/2020 2:20:00 PM,24.7,0,0.709,3.9,3.2,156.459,1.1,211,1.4,144,
MACA-HM,2/8/2020 8:21:00 AM,2/8/2020 2:21:00 PM,25.2,0.2,0.639,4,3.4,158.162,1.2,226,1.4,146,
MACA-HM,2/8/2020 8:22:00 AM,2/8/2020 2:22:00 PM,25,0.2,0.65,4,3.4,157.457,1.2,235,1.4,148,
MACA-HM,2/8/2020 8:23:00 AM,2/8/2020 2:23:00 PM,25.1,0.1,0.617,4,3.4,157.279,1.8,250,1.4,150,
MACA-HM,2/8/2020 8:24:00 AM,2/8/2020 2:24:00 PM,25,0.1,0.637,3.7,3.1,160.324,2.6,233,1.4,153,
MACA-HM,2/8/2020 8:25:00 AM,2/8/2020 2:25:00 PM,25.3,0.2,0.647,3.6,3,157.895,1.5,221,1.5,157,
MACA-HM,2/8/2020 8:26:00 AM,2/8/2020 2:26:00 PM,25,0.2,0.631,3.8,3.1,159.865,1.9,228,1.5,160,
MACA-HM,2/8/2020 8:27:00 AM,2/8/2020 2:27:00 PM,25.6,0.2,0.634,3.9,3.2,162.584,2.6,235,1.5,165,
MACA-HM,2/8/2020 8:28:00 AM,2/8/2020 2:28:00 PM,25.7,0.2,0.625,3.7,3.1,163.628,2.5,241,1.5,169,
MACA-HM,2/8/2020 8:29:00 AM,2/8/2020 2:29:00 PM,25.2,0.1,0.643,3.6,3,159.877,1.5,232,1.6,173,
MACA-HM,2/8/2020 8:30:00 AM,2/8/2020 2:30:00 PM,25,0,0.68,3.7,3.1,159.291,1.5,226,1.6,176,
MACA-HM,2/8/2020 8:31:00 AM,2/8/2020 2:31:00 PM,25.3,0.1,0.697,3.8,3.1,159.537,1.7,235,1.6,183,
MACA-HM,2/8/2020 8:32:00 AM,2/8/2020 2:32:00 PM,25.5,0.1,0.799,3.9,3.1,160.969,1.4,226,1.7,195,
MACA-HM,2/8/2020 8:33:00 AM,2/8/2020 2:33:00 PM,25.2,0.2,0.664,3.8,3.2,157.558,1.4,245,1.7,262,
MACA-HM,2/8/2020 8:34:00 AM,2/8/2020 2:34:00 PM,25.2,0.2,0.801,3.9,3.1,157.601,1.3,238,1.8,251,
MACA-HM,2/8/2020 8:35:00 AM,2/8/2020 2:35:00 PM,25.2,0.1,0.832,3.9,3.1,157.203,2.3,228,2,228,
MACA-HM,2/8/2020 8:36:00 AM,2/8/2020 2:36:00 PM,25.6,0.2,0.857,4,3.1,161.192,2.1,244,1.9,258,
MACA-HM,2/8/2020 8:37:00 AM,2/8/2020 2:37:00 PM,26.1,0.2,0.898,4.1,3.2,159.14,2.2,248,1.8,229,
MACA-HM,2/8/2020 8:38:00 AM,2/8/2020 2:38:00 PM,25.8,0.1,0.837,4,3.2,160.298,2,239,1.8,227,
MACA-HM,2/8/2020 8:39:00 AM,2/8/2020 2:39:00 PM,25.3,0.1,0.853,4,3.1,163.547,1,227,1.9,231,
MACA-HM,2/8/2020 8:40:00 AM,2/8/2020 2:40:00 PM,25,0.1,0.916,4.2,3.3,161.993,1.7,226,2,333,
MACA-HM,2/8/2020 8:41:00 AM,2/8/2020 2:41:00 PM,25.1,0.2,0.964,4.4,3.4,160.201,2.4,240,2.1,242,
MACA-HM,2/8/2020 8:42:00 AM,2/8/2020 2:42:00 PM,25,0.3,0.992,4.2,3.2,163.473,2.3,215,2.1,291,
MACA-HM,2/8/2020 8:43:00 AM,2/8/2020 2:43:00 PM,25.5,0,1.071,4.5,3.4,160.256,2.8,253,2,224,
MACA-HM,2/8/2020 8:44:00 AM,2/8/2020 2:44:00 PM,25.4,0.2,1.043,4.5,3.5,160.454,1.7,227,1.9,198,
MACA-HM,2/8/2020 8:45:00 AM,2/8/2020 2:45:00 PM,25.1,0.1,1.03,4.6,3.6,162.73,1.4,228,2,202,
MACA-HM,2/8/2020 8:46:00 AM,2/8/2020 2:46:00 PM,24.9,0.2,1.009,4.7,3.7,162.441,1.7,230,2,232,
MACA-HM,2/8/2020 8:47:00 AM,2/8/2020 2:47:00 PM,25.1,0.2,1.017,4.6,3.6,162.974,2.2,240,2,240,
MACA-HM,2/8/2020 8:48:00 AM,2/8/2020 2:48:00 PM,24.9,0.2,1.124,4.7,3.5,164.341,1.5,215,2,273,
MACA-HM,2/8/2020 8:49:00 AM,2/8/2020 2:49:00 PM,25.4,0.1,1.114,4.7,3.6,163.797,2.3,240,2.1,345,
MACA-HM,2/8/2020 8:50:00 AM,2/8/2020 2:50:00 PM,25.7,0.2,1.182,4.8,3.6,160.612,2.3,221,2.2,339,
MACA-HM,2/8/2020 8:51:00 AM,2/8/2020 2:51:00 PM,25.7,0.2,1.285,4.8,3.5,159.663,2.7,234,2.2,340,
MACA-HM,2/8/2020 8:52:00 AM,2/8/2020 2:52:00 PM,25.1,0.2,1.307,4.8,3.5,165.827,1.8,243,2.3,364,
MACA-HM,2/8/2020 8:53:00 AM,2/8/2020 2:53:00 PM,25.2,0.2,1.386,4.9,3.5,167.284,1.8,232,2.3,407,
MACA-HM,2/8/2020 8:54:00 AM,2/8/2020 2:54:00 PM,25.1,0.2,1.414,4.9,3.5,168.177,1.5,228,2.4,267,
MACA-HM,2/8/2020 8:55:00 AM,2/8/2020 2:55:00 PM,24.8,0.2,1.282,5,3.7,167.061,1.8,250,2.5,302,
MACA-HM,2/8/2020 8:56:00 AM,2/8/2020 2:56:00 PM,25,0,1.229,4.8,3.6,161.203,2.5,240,2.4,185,
MACA-HM,2/8/2020 8:57:00 AM,2/8/2020 2:57:00 PM,25.4,0.2,1.169,4.9,3.7,161.397,1.3,243,2.2,205,
MACA-HM,2/8/2020 8:58:00 AM,2/8/2020 2:58:00 PM,24.8,0.2,1.182,4.9,3.7,166.391,1.9,241,2.2,230,
MACA-HM,2/8/2020 8:59:00 AM,2/8/2020 2:59:00 PM,24.7,0.1,1.303,5.2,3.9,167.075,2.1,243,2.2,274,
MACA-HM,2/8/2020 9:00:00 AM,2/8/2020 3:00:00 PM,24.5,0.1,1.177,5,3.8,165.88,2.3,253,2.3,283,
MACA-HM,2/8/2020 9:01:00 AM,2/8/2020 3:01:00 PM,24.9,0.1,1.353,5,3.7,167.176,1.5,231,2.3,324,
MACA-HM,2/8/2020 9:02:00 AM,2/8/2020 3:02:00 PM,24.7,0.2,1.333,5.1,3.7,165.347,1.6,231,2.4,351,
MACA-HM,2/8/2020 9:03:00 AM,2/8/2020 3:03:00 PM,25.1,0.1,1.423,5.2,3.8,165.845,3.3,250,2.5,410,
MACA-HM,2/8/2020 9:04:00 AM,2/8/2020 3:04:00 PM,25.4,0.2,1.483,5.3,3.8,169.974,3.3,254,2.4,410,
MACA-HM,2/8/2020 9:05:00 AM,2/8/2020 3:05:00 PM,25.2,0.2,1.52,5.2,3.7,165.553,1.7,235,2.4,417,
MACA-HM,2/8/2020 9:06:00 AM,2/8/2020 3:06:00 PM,24.9,0.3,1.5,5.1,3.6,169.127,1.5,242,2.7,413,
MACA-HM,2/8/2020 9:07:00 AM,2/8/2020 3:07:00 PM,24.5,0,1.608,5.2,3.6,169.347,2.4,248,2.9,359,
MACA-HM,2/8/2020 9:08:00 AM,2/8/2020 3:08:00 PM,25.3,0.3,1.581,5.3,3.7,165.613,2,247,2.9,398,
MACA-HM,2/8/2020 9:09:00 AM,2/8/2020 3:09:00 PM,25.5,0.2,1.514,5.3,3.8,164.102,2,256,2.8,301,
MACA-HM,2/8/2020 9:10:00 AM,2/8/2020 3:10:00 PM,25.1,0.1,1.501,5.2,3.7,168.303,1.7,252,2.7,285,
MACA-HM,2/8/2020 9:11:00 AM,2/8/2020 3:11:00 PM,25,0.2,1.413,5.1,3.7,171.854,2.4,251,2.7,448,
MACA-HM,2/8/2020 9:12:00 AM,2/8/2020 3:12:00 PM,25.2,0.2,1.528,5.4,3.9,172.387,2.4,244,3,439,
MACA-HM,2/8/2020 9:13:00 AM,2/8/2020 3:13:00 PM,25.6,0.3,1.516,5.3,3.8,174.002,2.2,250,3,443,
MACA-HM,2/8/2020 9:14:00 AM,2/8/2020 3:14:00 PM,25.8,0.2,1.556,5.3,3.7,164.343,2.8,253,3,445,
MACA-HM,2/8/2020 9:15:00 AM,2/8/2020 3:15:00 PM,25.9,0.3,1.557,5.2,3.7,169.671,1.9,248,2.9,436,
MACA-HM,2/8/2020 9:16:00 AM,2/8/2020 3:16:00 PM,25.4,0.2,1.66,5.4,3.8,173.56,2.5,228,3.2,439,
MACA-HM,2/8/2020 9:17:00 AM,2/8/2020 3:17:00 PM,25.6,0.3,1.682,5.5,3.8,172.24,2.1,241,3.3,454,
MACA-HM,2/8/2020 9:18:00 AM,2/8/2020 3:18:00 PM,25.8,0.2,1.648,5.5,3.8,173.336,1.7,237,3.3,461,
MACA-HM,2/8/2020 9:19:00 AM,2/8/2020 3:19:00 PM,25.4,0.2,1.561,5.4,3.8,172.944,1.3,229,3.5,469,
MACA-HM,2/8/2020 9:20:00 AM,2/8/2020 3:20:00 PM,25.4,0.2,1.693,5.2,3.5,170.068,2.2,227,3.7,447,
MACA-HM,2/8/2020 9:21:00 AM,2/8/2020 3:21:00 PM,25.7,0.3,1.704,5.4,3.7,172.052,1.6,239,3.5,476,
MACA-HM,2/8/2020 9:22:00 AM,2/8/2020 3:22:00 PM,25.4,0.1,1.653,5.7,4,173.227,2,243,3.5,487,
MACA-HM,2/8/2020 9:23:00 AM,2/8/2020 3:23:00 PM,25.8,0.2,1.666,5.4,3.8,172.409,2.9,243,3.6,448,
MACA-HM,2/8/2020 9:24:00 AM,2/8/2020 3:24:00 PM,26,0.2,1.544,5.1,3.5,172.624,1.6,237,3.4,431,
MACA-HM,2/8/2020 9:25:00 AM,2/8/2020 3:25:00 PM,25.7,0.2,1.566,5.3,3.7,172.705,2,242,3.5,483,
MACA-HM,2/8/2020 9:26:00 AM,2/8/2020 3:26:00 PM,25.2,0.1,1.714,5.8,4,174.629,1.3,231,3.6,453,
MACA-HM,2/8/2020 9:27:00 AM,2/8/2020 3:27:00 PM,24.9,0.1,1.677,5.8,4.1,178.506,1.6,209,4,480,
MACA-HM,2/8/2020 9:28:00 AM,2/8/2020 3:28:00 PM,25.9,0.2,1.492,5.1,3.6,178.22,1.4,240,4.1,481,
MACA-HM,2/8/2020 9:29:00 AM,2/8/2020 3:29:00 PM,25.5,0.2,1.476,5.2,3.7,175.405,2.1,247,4.1,490,
MACA-HM,2/8/2020 9:30:00 AM,2/8/2020 3:30:00 PM,25.7,0.3,1.584,5.4,3.8,173.056,1.4,228,3.7,505,
MACA-HM,2/8/2020 9:31:00 AM,2/8/2020 3:31:00 PM,25.6,0.3,1.52,5.4,3.9,175.089,1,233,4,494,
MACA-HM,2/8/2020 9:32:00 AM,2/8/2020 3:32:00 PM,25.2,0.2,1.357,5,3.7,175.023,1.1,227,4.1,468,
MACA-HM,2/8/2020 9:33:00 AM,2/8/2020 3:33:00 PM,26.9,0.2,1.164,4.6,3.4,175.413,1.9,233,4.3,447,
MACA-HM,2/8/2020 9:34:00 AM,2/8/2020 3:34:00 PM,27.2,0.3,1.144,4.5,3.3,176.974,1.6,224,4.1,381,
MACA-HM,2/8/2020 9:35:00 AM,2/8/2020 3:35:00 PM,27.1,0.2,1.119,4.6,3.5,179.753,3.1,236,4,394,
MACA-HM,2/8/2020 9:36:00 AM,2/8/2020 3:36:00 PM,28.7,0.2,0.856,4.1,3.3,178.293,2.6,235,3.7,327,
MACA-HM,2/8/2020 9:37:00 AM,2/8/2020 3:37:00 PM,28.4,0.2,0.782,3.9,3.1,174.511,2.9,265,3.4,131,
MACA-HM,2/8/2020 9:38:00 AM,2/8/2020 3:38:00 PM,28,0.2,0.684,3.9,3.2,171.924,3.3,269,3.1,454,
MACA-HM,2/8/2020 9:39:00 AM,2/8/2020 3:39:00 PM,28.3,0.2,0.851,4,3.2,175.298,2.8,251,3.2,230,
MACA-HM,2/8/2020 9:40:00 AM,2/8/2020 3:40:00 PM,28,0.4,0.769,4.1,3.3,173.108,2.1,236,3.4,117,
MACA-HM,2/8/2020 9:41:00 AM,2/8/2020 3:41:00 PM,28.2,0.3,0.674,4,3.3,172.989,3.3,262,3.2,101,
MACA-HM,2/8/2020 9:42:00 AM,2/8/2020 3:42:00 PM,28.2,0.2,0.594,3.7,3.2,174.758,3.3,270,2.9,132,
MACA-HM,2/8/2020 9:43:00 AM,2/8/2020 3:43:00 PM,28.6,0.4,0.701,3.7,3,176.106,2.8,270,2.7,206,
MACA-HM,2/8/2020 9:44:00 AM,2/8/2020 3:44:00 PM,28.8,0.3,0.676,3.9,3.2,176.73,2.1,283,2.8,292,
MACA-HM,2/8/2020 9:45:00 AM,2/8/2020 3:45:00 PM,28.3,0.3,0.773,3.9,3.1,174.809,2.1,254,3,490,
MACA-HM,2/8/2020 9:46:00 AM,2/8/2020 3:46:00 PM,28,0.3,0.767,3.7,2.9,177.368,1.7,237,3.3,271,
MACA-HM,2/8/2020 9:47:00 AM,2/8/2020 3:47:00 PM,28,0.2,0.758,3.7,2.9,181.669,2,259,3.4,484,
MACA-HM,2/8/2020 9:48:00 AM,2/8/2020 3:48:00 PM,28.2,0.3,0.807,3.7,2.9,173.552,1.7,250,3.7,486,
MACA-HM,2/8/2020 9:49:00 AM,2/8/2020 3:49:00 PM,28,0.2,0.838,3.7,2.9,174.92,1.7,268,3.8,473,
MACA-HM,2/8/2020 9:50:00 AM,2/8/2020 3:50:00 PM,28.5,0.4,0.784,3.6,2.8,179.498,2.9,301,3.7,487,
MACA-HM,2/8/2020 9:51:00 AM,2/8/2020 3:51:00 PM,29,0.3,0.668,3.4,2.8,181.283,2.5,303,3.6,491,
